iter	MultiClass
176	0.4113659263
177	0.4085306933
178	0.4069834783
179	0.4058143731
180	0.4041590981
181	0.4013324579
182	0.3997736176
183	0.3990974995
184	0.3980011826
185	0.396795582
186	0.3945792669
187	0.3930245355
188	0.391263081
189	0.3904904439
190	0.3895330933
191	0.3880772818
192	0.3868609881
193	0.3853711171
194	0.3833782723
195	0.3822138867
196	0.3806198626
197	0.379000215
198	0.3778496353
199	0.3766515877
200	0.3746573159
201	0.3724947299
202	0.3713124893
203	0.3706514173
204	0.3681116278
205	0.3663600868
206	0.3644392064
207	0.3630355065
208	0.3615207702
209	0.3594892824
210	0.3587334483
211	0.357433235
212	0.355918283
213	0.3545500372
214	0.3533501472
215	0.3520192786
216	0.3505258071
217	0.3500645497
218	0.3474377731
219	0.3467041946
220	0.3454549391
221	0.3442210662
222	0.3428076958
223	0.3414884689
224	0.340094375
225	0.3390405804
226	0.3385482703
227	0.3370954501
228	0.3360321929
229	0.3342211946
230	0.332643727
231	0.3318169166
232	0.3309190019
233	0.3297904913
234	0.327613799
235	0.3264993219
236	0.3251815779
237	0.3242687188
238	0.3230969535
239	0.3224199165
240	0.32138312
241	0.3201601419
242	0.3186228391
243	0.3176024512
244	0.3169759368
245	0.3161278001
246	0.3155139379
247	0.3148567751
248	0.3142023821
249	0.3128706796
250	0.3119178059
251	0.3111985274
252	0.3105641159
253	0.3094038782
254	0.3084417663
255	0.3074470656
256	0.3065969618
257	0.3057452506
258	0.3051975251
259	0.3045840783
260	0.303662199
261	0.302825722
262	0.3018573674
263	0.3006301779
264	0.299436593
265	0.2984783602
266	0.2978123794
267	0.2972037883
268	0.2959137041
269	0.2950247137
270	0.2937785251
271	0.2930526313
272	0.292415823
273	0.2921250586
274	0.2910941293
275	0.2907847534
276	0.2899700656
277	0.2893121581
278	0.2876019845
279	0.2866217781
280	0.2861003811
281	0.2855235541
282	0.2850004436
283	0.2843451832
284	0.2836098431
285	0.2829867474
286	0.2821737348
287	0.2812580495
288	0.2803458098
289	0.2793228579
290	0.2787074859
291	0.2770276973
292	0.2760303197
293	0.2749292735
294	0.2744149953
295	0.2730926342
296	0.2721511205
297	0.27150211
298	0.2710062434
299	0.27052384
300	0.2700014459
301	0.269337822
302	0.2684814546
303	0.2676493104
304	0.2672437802
305	0.266473084
306	0.2659336479
307	0.2648885293
308	0.2644130393
309	0.2637462176
310	0.2631320739
311	0.2625089111
312	0.2620961575
313	0.2615607286
314	0.260876439
315	0.26034403
316	0.2594913907
317	0.2586129124
318	0.2582558066
319	0.257514114
320	0.2568397669
321	0.2560860428
322	0.2552198768
323	0.2545462956
324	0.2533971142
325	0.2529165532
326	0.2520873224
327	0.2514938406
328	0.2507561192
329	0.2502251406
330	0.2488294708
331	0.2477578478
332	0.2468802634
333	0.2458899608
334	0.2454163184
335	0.2451279331
336	0.2442063517
337	0.2430750825
338	0.2427783425
339	0.2413699371
340	0.2404564037
341	0.2399282938
342	0.239233596
343	0.2388147004
344	0.2378817628
345	0.237479316
346	0.2371981907
347	0.2365456886
348	0.2359300288
349	0.235302868
350	0.2349929218
351	0.2343178608
352	0.2338690551
353	0.2334572972
354	0.2328304213
355	0.2324689446
356	0.231211548
357	0.230833001
358	0.230295317
359	0.2299564232
360	0.2291480223
361	0.2287251233
362	0.227891188
363	0.2269906429
364	0.2264553373
365	0.225668461
366	0.2250604247
367	0.2242622809
368	0.2234734333
369	0.2229704068
370	0.2221834737
371	0.2215504917
372	0.2209143163
373	0.2197784567
374	0.2192323449
375	0.2186334078
376	0.2184414716
377	0.2177201062
378	0.2173743085
379	0.2171730157
380	0.2169032028
381	0.2161941725
382	0.2155948356
383	0.2150387376
384	0.2147197811
385	0.2144140255
386	0.2132803958
387	0.2124329537
388	0.2118548845
389	0.2110815766
390	0.2105448002
391	0.2101498747
392	0.2094929775
393	0.2089705553
394	0.2085731609
395	0.2082368821
396	0.2073469237
397	0.2066592355
398	0.2063237114
399	0.2059510223
400	0.2055421906
401	0.2049989806
402	0.2045133622
403	0.2038469641
404	0.2032441647
405	0.2029694033
406	0.2025830539
407	0.2021038637
408	0.2017186336
409	0.2015203453
410	0.2007526188
411	0.2000759487
412	0.199486532
413	0.1988013436
414	0.1982769829
415	0.1974836818
416	0.1970743053
417	0.1966899168
418	0.1963544686
419	0.1958909706
420	0.1953933756
421	0.1950810645
422	0.1943381166
423	0.1936416678
424	0.1933004025
425	0.1927215226
426	0.1923818447
427	0.1919299573
428	0.1916611505
429	0.1910776751
430	0.1907164413
431	0.1900246095
432	0.1895508854
433	0.1890666615
434	0.1886679918
435	0.1880815098
436	0.1875895425
437	0.1873772368
438	0.1869554928
439	0.1865065124
440	0.1862060341
441	0.1856115187
442	0.1851544187
443	0.1847982086
444	0.1845002681
445	0.1839600113
446	0.1836861001
447	0.1834993124
448	0.1833049512
449	0.1826917979
450	0.182314021
451	0.1817573203
452	0.1812875303
453	0.1808258808
454	0.1806445929
455	0.1801058091
456	0.1797538623
457	0.179223548
458	0.1786730881
459	0.1782551001
460	0.1778366942
461	0.1775134728
462	0.1773458925
463	0.1771987304
464	0.1768354986
465	0.1764484399
466	0.1762128237
467	0.1756921101
468	0.1752702118
469	0.174852519
470	0.1743763744
471	0.1741622769
472	0.1737875935
473	0.1734705161
474	0.1722717938
475	0.1719563063
476	0.1716223776
477	0.171079978
478	0.1706982743
479	0.1697981836
480	0.1694952737
481	0.1691735833
482	0.1686343201
483	0.1682107628
484	0.1677075852
485	0.1674998353
486	0.1671237167
487	0.1668117002
488	0.1666957083
489	0.1661797195
490	0.1658891568
491	0.1657387353
492	0.1653998041
493	0.1648714863
494	0.1646259931
495	0.1642597331
496	0.1636677772
497	0.1633379423
498	0.1629228788
499	0.1626849238
500	0.1624247658
501	0.162277707
502	0.1617794551
503	0.1615008172
504	0.1613482658
505	0.1609346836
506	0.1607217665
507	0.160128271
508	0.1597353815
509	0.1594907527
510	0.159172091
511	0.1587653261
512	0.1583564403
513	0.1579706434
514	0.1575509322
515	0.1573075622
516	0.1569259292
517	0.1567622342
518	0.1565828648
519	0.1562313246
520	0.1558729789
521	0.1556286136
522	0.1551176308
523	0.1548328686
524	0.1544688105
525	0.1538487274
526	0.1536236472
527	0.1533839276
528	0.1530576667
529	0.1526947616
530	0.1525616546
531	0.1521500905
532	0.1519742046
533	0.1517728179
534	0.1511296066
535	0.1506494836
536	0.1504386135
537	0.1500756192
538	0.1498513893
539	0.1496347641
540	0.1493624764
541	0.1491174573
542	0.148935501
543	0.1486219085
544	0.148100357
545	0.1478061848
546	0.1470245379
547	0.1466962146
548	0.1464427799
549	0.1461258204
550	0.1459093323
551	0.1453452416
552	0.1449472592
553	0.1442852626
554	0.1440532643
555	0.1437707938
556	0.1434675052
557	0.1431965161
558	0.1429714658
559	0.142785778
560	0.142600862
561	0.1422649234
562	0.1420458529
563	0.1419059854
564	0.1417385073
565	0.1414159399
566	0.1412018576
567	0.1410056436
568	0.1407618742
569	0.1404662075
570	0.1401929185
571	0.1397042311
572	0.1394362347
573	0.1391536739
574	0.1387943664
575	0.1385756119
576	0.1381420967
577	0.1377276265
578	0.1374157297
579	0.1371768299
580	0.1370794733
581	0.1368457872
582	0.136350979
583	0.1360733792
584	0.1359234095
585	0.1356389063
586	0.1354192566
587	0.1352760137
588	0.1351491402
589	0.1348462604
590	0.1347188214
591	0.1342735035
592	0.1339221243
593	0.1337357311
594	0.1335801419
595	0.133272784
596	0.1328239106
597	0.1326885198
598	0.1324226587
599	0.1320999593
600	0.1319314758
601	0.1316494582
602	0.1311199683
603	0.1308563692
604	0.1306670319
605	0.1305416783
606	0.1302372397
607	0.12990277
608	0.1297248952
609	0.1295351021
610	0.1292235689
611	0.1290865548
612	0.1285832385
613	0.1284419508
614	0.1281414044
615	0.1277979311
616	0.1276242385
617	0.1273776145
618	0.1273021186
619	0.1269027936
620	0.1265924172
621	0.1264512817
622	0.1261905776
623	0.1258897943
624	0.1255470452
625	0.1253162062
626	0.1251146003
627	0.1248338829
628	0.1246748527
629	0.1244474434
630	0.1242729248
631	0.1238501986
632	0.1237417147
633	0.1235911992
634	0.1232617649
635	0.1228799325
636	0.1228057505
637	0.1224858094
638	0.1223744773
639	0.1221207903
640	0.1220403244
641	0.121870136
642	0.1217079664
643	0.1214825691
644	0.1213104236
645	0.1210226865
646	0.1208389072
647	0.1205783365
648	0.1203346659
649	0.1201525816
650	0.1199046537
651	0.1198224447
652	0.1195874812
653	0.1193329376
654	0.1191978967
655	0.119050868
656	0.1187873656
657	0.1185961373
658	0.1184577257
659	0.1182248527
660	0.1178491196
661	0.1177180789
662	0.1174080582
663	0.1171685435
664	0.1169032122
665	0.116830941
666	0.1164967859
667	0.1163202494
668	0.1159253792
669	0.1155069376
670	0.1154544288
671	0.1153060316
672	0.1149984225
673	0.1148603546
674	0.114683445
675	0.114571247
676	0.1144498635
677	0.1143557406
678	0.1140389648
679	0.1138069061
680	0.1135776712
681	0.1133852971
682	0.1132724003
683	0.1131408309
684	0.1128089365
685	0.1126575925
686	0.1124886494
687	0.1124020283
688	0.112056423
689	0.1118418024
690	0.1115961597
691	0.1113845728
692	0.1112657206
693	0.1111172374
694	0.1109540475
695	0.1107499917
696	0.1105234531
697	0.1103572671
698	0.1102544609
699	0.1099606416
700	0.1096122273
701	0.109551038
702	0.1091274415
703	0.1090029512
704	0.1087269878
705	0.1085739726
706	0.1083700056
707	0.1080361238
708	0.1079451242
709	0.1078134394
710	0.1077121636
711	0.1074587803
712	0.1073209095
713	0.1071368019
714	0.106971404
715	0.1068078498
716	0.1066941877
717	0.1063897219
718	0.1061252552
719	0.1058421422
720	0.1057021404
721	0.1054388345
722	0.1052720462
723	0.1050518261
724	0.1049170134
725	0.1046526464
726	0.1045470484
727	0.1042751437
728	0.1040585908
729	0.1038049478
730	0.1036636101
731	0.1034487516
732	0.1031182967
733	0.1028133476
734	0.1025814718
735	0.1025168172
736	0.1023865664
737	0.1022616087
738	0.1021295723
739	0.1019833989
740	0.1018898249
741	0.10161395
742	0.1014281485
743	0.1013456258
744	0.1011618236
745	0.1008749689
746	0.1005953445
747	0.10047073
748	0.1003269309
749	0.1002123489
750	0.1000596407
751	0.09993575529
752	0.09968459103
753	0.09945303367
754	0.09929594566
755	0.09900608774
756	0.09893826129
757	0.09872888992
758	0.09836396163
759	0.09826005055
760	0.0981562544
761	0.09798963203
762	0.09781842753
763	0.0975721352
764	0.09744098923
765	0.09712745725
766	0.09695035939
767	0.09683121983
768	0.09675036265
769	0.09650079849
770	0.09631821723
771	0.09621097771
772	0.09613181398
773	0.09598200728
774	0.09591119927
775	0.09576224302
776	0.095575642
777	0.09544228408
778	0.09535409805
779	0.09524799815
780	0.09508982036
781	0.09479385882
782	0.09456119945
783	0.09449834536
784	0.09427635363
785	0.09414497029
786	0.09405226076
787	0.093875843
788	0.09347360921
789	0.09337203944
790	0.09324334336
791	0.09312263421
792	0.09303013251
793	0.09292937725
794	0.09262369365
795	0.09258371151
796	0.09245263276
797	0.09233603326
798	0.09224042873
799	0.092105248
800	0.09192350398
801	0.09178965828
802	0.09163941994
803	0.09151669853
804	0.09123925785
805	0.09107736723
806	0.09085115413
807	0.09065932509
808	0.0905815743
809	0.09052167738
810	0.09038734037
811	0.0902994644
812	0.09015073316
813	0.0898634828
814	0.0897055818
815	0.08954786918
816	0.08944292199
817	0.08919203016
818	0.0889960087
819	0.08887947215
820	0.0887730979
821	0.08855597585
822	0.08845920691
823	0.08828261271
824	0.08817777265
825	0.08794368852
826	0.08780417528
827	0.08767443355
828	0.08754446696
829	0.08738794836
830	0.08723856719
831	0.08704177696
832	0.08685809258
833	0.08678374623
834	0.0866563489
835	0.08657690374
836	0.08642597972
837	0.08630880073
838	0.08616846225
839	0.08604556364
840	0.08598556316
841	0.08580051428
842	0.0856175216
843	0.08535812865
844	0.08517566859
845	0.08503274075
846	0.08491785773
847	0.08472267318
848	0.08466780189
849	0.08452989361
850	0.08442530634
851	0.08428210243
852	0.0841273618
853	0.08395237991
854	0.0837350805
855	0.08358895212
856	0.08352812943
857	0.0832353438
858	0.08305060231
859	0.08294908799
860	0.08286199287
861	0.08278901012
862	0.08270464361
863	0.08246155836
864	0.08237095796
865	0.08218830125
866	0.08210888677
867	0.08196316655
868	0.08187094683
869	0.08177529245
870	0.08169353759
871	0.08161740115
872	0.0815372264
873	0.08118547127
874	0.08104512965
875	0.08092328429
876	0.08086092992
877	0.08072576526
878	0.08045529491
879	0.08019654823
880	0.08012808687
881	0.07995568488
882	0.07986957341
883	0.0796763315
884	0.07955133348
885	0.07938329006
886	0.07925366558
887	0.0791351032
888	0.07902694057
889	0.07893676221
890	0.07879477853
891	0.07863971068
892	0.07850798997
893	0.07834589308
894	0.07824079104
895	0.0781672648
896	0.0780184084
897	0.07791910337
898	0.0777888267
899	0.07768292989
900	0.07754372807
901	0.07746699972
902	0.07737202351
903	0.07731496349
904	0.07721794241
905	0.07700379716
906	0.07683838989
907	0.07663970972
908	0.07648389986
909	0.07632924399
910	0.07628271261
911	0.07617434519
912	0.07610364215
913	0.07599715079
914	0.07590869153
915	0.07581172463
916	0.07577257173
917	0.07572533377
918	0.07552212246
919	0.07543661083
920	0.07528651841
921	0.07523184864
922	0.07518196244
923	0.07508013232
924	0.07491118383
925	0.07474968588
926	0.07468800338
927	0.07463730219
928	0.07452335785
929	0.07442282289
930	0.07433139343
931	0.07427112893
932	0.07420321886
933	0.07411086824
934	0.07402414653
935	0.07393412578
936	0.07378625803
937	0.07367312319
938	0.07352372104
939	0.07342443865
940	0.0733210987
941	0.07321651684
942	0.07307845781
943	0.07296391653
944	0.07288005732
945	0.07276302655
946	0.07256477811
947	0.07249010741
948	0.07236678546
949	0.07230308589
950	0.07214358217
951	0.07207901005
952	0.07201379664
953	0.07190457604
954	0.07182767864
955	0.0717265417
956	0.07160849144
957	0.07151190551
958	0.07142317572
959	0.07134752177
960	0.07126400447
961	0.07119709185
962	0.07110081739
963	0.07096356082
964	0.07083522849
965	0.07076636421
966	0.07063589827
967	0.07053786436
968	0.07050021321
969	0.07041902378
970	0.07030762344
971	0.07018981987
972	0.07011803397
973	0.06999587046
974	0.06983858691
975	0.0697749059
976	0.06961883283
977	0.06952392899
978	0.06942814945
979	0.06936022676
980	0.06914967857
981	0.06908251135
982	0.06897946084
983	0.068867245
984	0.0687162682
985	0.06857227429
986	0.06846633365
987	0.06841242309
988	0.06836912555
989	0.06829733412
990	0.06819577664
991	0.06816785887
992	0.06812869454
993	0.06807610034
994	0.0679779361
995	0.06787917939
996	0.06782102091
997	0.06776120456
998	0.06765828135
999	0.06750975997
